"A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","H1","H2","H3","H4","H5","H6","H7","H8","H9","H10","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","J1","J2","J3","J4","J5","J6","J7","J8","J9","J10","K1","K2","K3","K4","K5","K6","K7","K8","K9","K10","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","age","gender","accuracy","country","source","elapsed"
0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,35,2,80,GB,2,161
0,0,0,0,4,4,4,0,0,4,0,4,5,5,0,0,0,5,0,0,3,0,2,3,2,0,1,1,0,0,2,2,0,2,4,0,0,5,0,4,3,5,0,2,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,3,4,5,0,5,3,4,2,0,0,0,0,4,3,0,0,0,0,0,1,3,5,0,0,5,0,4,4,0,2,3,4,0,0,0,2,0,0,0,0,0,0,5,0,0,4,4,5,4,0,4,0,0,0,4,3,0,0,0,0,0,4,3,4,0,3,4,3,2,3,2,24,1,70,GR,2,231
0,0,5,0,5,5,5,0,0,1,0,5,5,5,0,0,0,3,0,0,5,0,5,1,1,0,1,5,0,0,5,5,0,3,3,0,0,4,0,3,3,3,5,3,0,0,4,0,3,0,1,0,0,0,5,5,4,5,0,0,0,0,0,4,0,0,0,0,3,3,0,4,2,0,0,5,0,0,5,0,0,0,0,1,0,0,1,0,0,5,5,0,4,5,5,0,5,4,0,5,0,0,0,0,3,1,0,0,0,0,0,1,1,5,0,0,5,0,4,5,0,1,1,4,0,5,0,5,0,0,0,0,0,0,1,0,0,1,3,5,5,0,5,0,0,0,3,3,0,0,0,5,0,1,1,1,0,5,1,1,5,5,5,18,2,100,US,6,295
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,42,1,50,US,1,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,5,US,1,36
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,90,US,1,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,80,US,2,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,PH,6,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,PH,6,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,80,HR,1,37
0,0,0,0,3,1,3,0,0,3,0,0,3,1,0,0,0,2,0,0,5,0,4,3,2,0,4,2,0,0,2,1,0,4,3,0,0,4,0,3,3,3,0,2,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,4,2,0,3,4,0,4,0,0,0,0,5,5,0,0,0,0,0,4,4,5,0,0,3,0,5,5,0,2,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,3,4,0,2,0,0,0,2,4,0,0,0,0,0,0,3,4,0,0,4,3,5,3,2,16,1,100,US,2,149
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,69,US,6,198
0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,0,0,1,0,0,4,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,1,100,BO,6,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,50,MY,2,54
0,0,4,0,5,4,5,0,0,2,0,5,4,4,0,0,0,4,0,0,1,0,4,1,4,0,4,4,0,0,2,2,0,5,5,5,0,4,0,1,2,1,2,5,0,0,5,0,4,0,1,0,0,0,2,3,4,5,0,0,5,0,0,5,0,5,0,0,2,1,0,1,1,0,0,1,0,0,4,0,0,0,0,4,0,0,2,0,0,2,4,0,4,5,4,5,5,5,0,5,0,5,5,0,4,1,0,0,0,0,0,4,5,4,0,4,4,0,4,2,5,3,2,4,0,4,0,2,0,0,0,0,0,0,2,2,0,1,2,4,5,0,4,0,0,0,2,2,0,0,0,4,0,4,4,4,0,4,4,4,4,2,4,18,1,80,US,1,807
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,100,GB,1,33
0,0,0,4,4,4,4,0,0,0,0,0,2,5,0,0,0,5,0,0,1,0,5,2,0,0,2,4,0,0,1,1,0,4,4,0,0,3,0,2,2,2,0,3,0,0,4,0,0,3,0,0,0,2,0,5,4,0,0,0,0,0,2,4,4,0,0,0,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,4,0,4,4,4,0,4,4,2,5,1,0,0,0,3,1,4,0,0,4,0,4,4,1,0,0,3,2,3,4,0,4,4,5,0,0,4,4,0,0,0,0,0,1,0,0,0,2,2,4,4,4,1,0,0,0,3,5,0,0,0,0,0,0,2,2,0,0,4,3,4,4,4,50,2,95,BR,2,787
0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,4,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,38,2,100,US,2,212
0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,5,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,17,1,100,US,6,99
0,0,0,0,5,2,5,0,0,0,0,0,5,3,0,0,0,3,0,0,1,0,3,3,4,0,3,1,0,0,2,5,0,5,4,0,0,5,0,4,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,2,5,0,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,4,5,3,0,0,3,0,2,2,0,2,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,2,0,1,0,0,0,4,5,0,0,0,0,0,0,4,3,0,0,0,4,2,4,4,19,1,88,MX,2,200
0,0,0,0,5,4,5,0,0,0,0,0,4,4,0,0,0,4,0,0,2,0,1,4,3,0,4,2,0,0,2,2,0,3,2,0,0,4,0,4,3,4,0,1,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,4,5,0,5,2,0,4,0,0,0,0,4,4,0,0,0,0,0,2,2,5,0,0,5,0,5,4,0,3,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,4,0,4,0,0,0,5,4,0,0,0,0,0,0,1,3,0,0,0,2,5,4,4,15,1,100,US,6,513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,100,US,2,26
0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,5,US,2,52
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,90,US,1,38
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,100,GB,2,20
0,0,0,0,5,5,4,0,0,0,0,0,5,5,0,0,0,5,0,0,1,0,5,2,5,0,1,5,0,0,1,1,0,5,5,0,0,5,0,3,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,5,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,5,4,0,4,2,0,5,0,0,0,0,1,1,0,0,0,0,0,3,5,4,0,0,5,0,4,5,0,1,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,5,4,0,3,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,4,1,2,5,30,1,50,FR,2,226
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,100,PH,2,57
0,0,0,0,5,4,4,0,0,0,0,0,0,5,0,0,0,4,0,0,2,0,0,0,0,0,0,3,0,0,2,2,0,4,4,0,0,4,0,1,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,1,4,0,4,0,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0,3,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,33,1,80,TR,2,238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,5,TR,2,17
0,0,0,0,3,4,3,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,3,3,3,0,0,2,0,0,1,2,0,4,4,0,0,4,0,2,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,3,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,3,0,4,4,0,3,0,0,0,0,2,5,0,0,0,0,0,0,2,3,0,0,4,0,4,2,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,3,3,16,0,50,US,6,330
0,0,4,0,4,3,4,0,0,4,0,3,4,4,0,0,0,3,0,0,4,0,2,4,3,0,4,3,0,0,3,3,4,3,4,4,4,4,0,3,2,3,3,3,0,0,4,0,4,0,4,0,0,0,4,3,4,3,0,0,4,0,0,3,0,4,0,0,3,2,0,4,2,0,0,2,4,0,4,0,0,0,0,4,4,0,4,0,0,2,3,0,3,3,3,3,4,3,0,4,0,4,4,0,3,2,0,0,0,0,4,4,4,4,0,4,5,0,4,4,2,2,2,3,0,4,0,4,0,0,0,4,0,0,3,4,0,4,4,4,4,0,4,0,0,0,2,3,0,0,0,2,0,4,4,4,0,4,4,4,2,4,3,17,1,80,GB,6,577
0,0,0,0,5,5,4,0,0,3,0,2,4,4,0,0,0,3,0,0,1,0,2,3,5,0,4,4,0,0,1,4,0,4,3,0,0,3,0,3,2,4,0,3,0,0,4,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,4,0,0,0,0,1,1,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,4,0,2,2,4,0,4,4,0,3,0,0,0,0,1,5,0,0,0,0,0,5,4,2,0,0,4,0,2,3,0,3,3,4,0,0,0,4,0,0,0,0,0,0,3,0,0,4,1,3,4,0,3,0,0,0,5,4,0,0,0,0,0,3,2,2,0,4,4,1,3,5,5,21,1,30,IN,2,363
0,0,0,3,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,2,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,3,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,2,70,US,6,127
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,2,100,SV,6,3001
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,100,IN,2,271
0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,30,IN,1,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,GB,6,27
0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,3,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,2,100,US,2,90
0,0,0,0,5,5,5,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,4,0,0,0,3,0,0,3,3,0,3,3,0,0,3,0,4,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,3,0,0,0,0,3,1,0,0,0,0,0,0,4,4,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,5,25,2,75,PH,2,200
